,Author,Title,Abstract,Journal,,,,,,,
2189,"Whitehead, Hal and Christal, Jenny and Dufault, Susan",Past and distant whaling and the rapid decline of sperm whales off the Galapagos Islands,"It is generally expected that exploited whale populations should rebuild following the end of whaling. Using photographic identification of individuals during a series of field projects, we studied female and immature sperm whales (Physeter macrocephalus) that visit the waters off the Gal\'{a}pagos Islands, Ecuador. Analysis of mark-recapture data, using a likelihood model, indicates the population decreased at a rate of about 20\% per year (95\% c.i. 7–32\%) between 1985-1995. During the study period the animals were not hunted and were not obviously the subject of other immediate anthropogenic threats. Rates at which research vessels encountered whales also fell over this interval. The decline seems to be due principally to migration into waters off the Central and South American mainland. The population also has a very low recruitment rate, about 0.05 calves/female/year, as indicated by rates of observation of calves. Although other causes cannot be ruled out, both the high emigration rate and low recruitment rate are probably related to heavy whaling in Peruvian waters which ended in 1981. Whales from the Gal\'{a}pagos are moving east to fill productive but depopulated waters near the coast, and the virtual elimination of large breeding males (in their late twenties and older) from the region has lowered pregnancy rates. The case of the Gal\'{a}pagos sperm whales strongly suggests that exploitation can continue to have substantial negative impacts on the size and recruitment rate of an animal population well outside the range of the hunt and for at least a decade after it has ended.",Conservation Biology,,,,,,,
2190,"Whitehead, Hal","Trends in cetacean abundance in the Gully submarine canyon, 1988-2011, highlight a 21\% per year increase in Sowerby's beaked whales (Mesoplodon bidens)","Long time series of abundance data have advanced ecological understanding. I examined trends in incidental sightings of cetaceans in the Gully and neighbouring submarine canyons on the edge of the Scotian Shelf during summers between 1988 and 2011. There were a total of 2938 h of sighting effort in good conditions. I fit Poisson models to the sighting count data, and examined the support for models that included parameters representing monthly variations in abundance, trends over years, and different sighting rates in the different canyons. Sowerby’s beaked whales (Mesoplodon bidens (Sowerby, 1804)) were sighted 3.5 timesmoreoften in the Shortland and Haldimand canyons, compared with the Gully. For all other species, the best-supported models did not include differential sighting rates between canyons. The sighting rates of four species decreased over the 23 years of the study, while three species increased. Some of these trendsmaybe related to changes in overall population size or variation in food resources, but a remarkable 21\%/year increase in Sowerby’s beaked whale is perhaps most plausibly explained by a reduction in anthropogenic disturbance.",Canadian Journal of Zoology,,,,,,,
2191,"Whittington, Philip a. and Hofmeyr, Jan H. and Cooper, John","ESTABLISHMENT, GROWTH AND CONSERVATION OF A MAINLAND COLONY OF JACKASS PENGUINS <i>SPHENISCUS DEMERSUS</i> AT STONY POINT, BETTY'S BAY, SOUTH AFRICA",,Ostrich,,,,,,,
2192,"Peninsula, Kola","Evaluation of the effects of catch-and-release angling on the Atlantic salmon ( Salmo salar ) of the Ponoi River , Kola Peninsula , Russian Federation","We studied the effects of catch-and-release fishing upon the Ponoi River's Atlantic salmon populations. The Ponoi River is located on the Kola Peninsula of the Russian Federation, and has recently been developed for sports fishing. Angler exploitation rates are estimated to range from 10.4\% to 19\% of the river's salmon, thus the possibility of significant levels of post-release mortality is of concern. We radio-tracked fish caught and released by anglers in 1995 and 1996. Despite our simple equipment and the large size of the river, we were able to relocate most fish. These fish had high rates of survival, and anglers recaptured about 11\% of them per year a second time. This is very similar to the recapture rates observed for Floy-tagged fish released in an angler-based mark-recapture assessment. We also held 62 angled fish for 24 hours in a live cage to evaluate rates of delayed mortality. Only one of the 62 fish died, and it was heavily scarred with gillnet marks. Most fish that are fatally stressed by angling die within 24 h (e.g., Booth et al. 1995). In 1996, up to 10\% of our Floy-tagged fish were angled and released twice, and about 0.5\% were angled and released three times. No significant biases were detected in the post-angling movement patterns of these fish. The multiple captures and lack of movement bias suggest that fish behavior was little altered by the angling experience. Nine fish Floy tagged prior to spawning have been recovered as typical emaciated kelts. Three were killed, and a post mortem exam showed all had spawned. Parr numbers at all monitored sites have been steadily increasing since the advent of catch-and-releasing fishing. By contrast, parr growth rates are generally unchanged or significantly better.",Ecology of Freshwater Fish,,,,,,,
2193,,Elephant Kruger Park,,,,,,,,,
2194,"Wiebe Robertson}, Myra O. and Hines, James E.","Status, distribution, and abundance of Black Brant on the mainland of the Inuvialuit Settlement Region, Northwest Territories, 1995-1998",,Occasional Paper of the Canadian Wildlife Service,,,,,,,
2195,"Wiegand, T and Naves, J and Stephan, T and Fern\'{a}ndez, Al.","Assessing the risk of extinction for the brown bear (Ursus arctos) in the Cordillera Cant\'{a}brica, Spain",,Ecological Monographs,,,,,,,
2196,"Kauhala, Kaarina and Ahola, Mp and Kunnasranta, Mervi","Demographic structure and mortality rate of a Baltic grey seal population at different stages of population change, judged on the basis of the hunting bag in Finland","We examined the demographic structure and mortality rate of the Baltic grey seal (Halichoerus grypus) population from the early 2000s when the population increased rapidly to the late 2000s when the growth rate slowed down. We calculated life tables based on the age structure of hunted grey seals in the Finnish sea area. The catch was treated as a sample of the dying part of the population. The catch was male biased and the proportions of female pups and mature males in the catch increased from the early to late 2000s. Annual mortality rate of the youngest age classes was high and higher among males than females, which resulted in low sex ratio (males to females) of the population. Sex ratio was, however, higher in the latter years due to the increased mortality rate of females, especially those < 10 years of age. Accordingly, the proportion of mature females in the population decreased and relatively fewer pups were produced during the late 2000s than in the early 2000s.",Annales Zoologici Fennici,,,,,,,
2197,"Wikman, Marcus",Riistakannat 2010,,,,,,,,,
2198,"Spies, Ingrid and Wilderbuer, Thomas K and Nichol, Daniel G and Aydin, Kerim",Chapter 6 . Arrowtooth Flounder By,,Stock Assessment and Fishery Evaluation Report for the Groundfish Resources of the Bering Sea/Aleutian Islands Regions,,,,,,,
